LOC_ID,LOC_NAME,AUSPICE,InfantSpace,ToddlerSpace,PreschoolSpace,KindergartenSpace,SchoolAgeSpace
1653,Yorkview Kids Care,Non-Profit,0,0,16,52,45
1663,Hester How Early Learning Centre,Non-Profit,12,20,24,20,0
1664,Sunnybrook Creche,Non-Profit,10,25,32,0,0
1665,Montrose Child Care Centre Inc.,Non-Profit,10,15,16,26,50
1670,Topcliff Community Child Care,Non-Profit,0,0,24,26,45
1680,Lord Dufferin Community Day Care Centre,Non-Profit,0,0,0,40,100
1683,Oakwood Children's House,Non-Profit,0,0,16,0,0
1687,Faith Lutheran Day Care Centre Of Downsview,Non-Profit,0,15,24,0,0
1690,Matthew-John Early Learning Centre,Non-Profit,0,15,32,26,0
1691,St Mark's Day Care Centre - Greenland Road,Non-Profit,0,10,32,25,0
1692,Huron Superfriends Inc.,Non-Profit,0,0,0,52,59
1693,Rendezvous Child Care Centre,Non-Profit,0,0,16,26,65
1698,Ogden Day Care Centre,Non-Profit,0,15,24,52,45
1699,Three Valleys Children's Centre,Non-Profit,0,10,32,26,60
1702,Hydrokids - Opg,Non-Profit,10,20,52,0,0
1705,Tot World Child Care Centre,Non-Profit,10,15,24,52,45
1712,Jackman Community Daycare,Non-Profit,0,0,40,52,150
1714,Orde Day Care Centre (Orde Street),Non-Profit,0,0,32,52,75
1715,Tumpane Child Care Learning Centre,Non-Profit,0,15,24,52,90
1717,Start Right Child Care Centre,Non-Profit,10,15,24,0,0
1721,Van Horne Day Care,Commercial,0,10,16,0,24
1731,Shaughnessy Boulevard Children's Centre,Non-Profit,0,20,40,39,45
1737,Sunburst Children's Centre,Non-Profit,10,15,16,0,0
1738,Victoria Park Child Care Centre,Non-Profit,10,10,16,0,0
1740,Early Enrichment Day Care (St. John's West Toronto),Non-Profit,10,20,24,0,0
1749,Palmerston Community Daycare,Non-Profit,0,0,48,26,60
1750,Sandalwood Centre For Early Learning (Centres For Early Learning Inc.),Commercial,10,25,56,24,30
1751,Seafield Day Nursery,Commercial,10,15,40,24,30
1755,St. Lawrence Co-Operative Day Care School Age (230 The Esplanade),Non-Profit,0,0,48,0,56
1756,Lakeside Co-Operative Playschool Inc.,Non-Profit,0,9,16,0,0
1758,Pape Children's House,Non-Profit,0,15,32,48,60
1765,Pat Schulz Child Care Centre,Non-Profit,10,15,24,0,0
1768,Roden Community Child Care Centre,Non-Profit,0,0,16,13,30
1769,West End Parents Day Care Centre,Non-Profit,0,30,48,0,0
1775,Williamson Road Day Care Centre,Non-Profit,0,0,0,26,90
1778,Woodgreen Community Services (Woodfield Child Care Centre),Non-Profit,6,25,24,65,45
1786,Woodgreen Community Services (Morse Child Care Centre),Non-Profit,0,15,24,65,60
1787,Muppets Pre-School Centre,Commercial,0,30,48,52,99
1792,Muppets Too Preschool Centre,Commercial,0,15,24,26,65
1793,Wychwood Tigers Daycare Centre,Non-Profit,0,0,40,52,60
1800,St. Lawrence Co-Operative Day Care (2 Princess Street),Non-Profit,0,25,24,0,0
1812,George Brown - Rose Avenue Child Care Centre,Non-Profit,10,10,24,78,60
1818,Runnymede Adventure Club,Non-Profit,0,0,0,52,110
1819,Bloorcourt Village Early Learning Centre,Commercial,10,30,36,0,30
1823,Sunnyside Garden Day Care,Non-Profit,0,15,23,65,90
1824,Ryerson Early Learning Centre (Ryerson University),Non-Profit,0,15,24,0,0
1832,Candy Factory Swallows Day Care (The),Commercial,10,25,40,0,0
1833,University Settlement Day Care Centre,Non-Profit,10,15,24,0,0
1835,George Brown - Casa Loma Child Care Centre,Non-Profit,10,15,40,0,0
1837,Ancaster Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,24,0,0
1838,Rawlinson Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,24,0,0
1839,Alexandra Park Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1840,Berner Trail Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,24,0,0
1842,Brahms Early Learning & Child Care Centre,Public (City Operated) Agency,6,10,16,0,0
1843,Willowridge Early Learning & Child Care Centre,Public (City Operated) Agency,0,10,32,0,0
1847,Blake Street Early Learning & Child Care Centre,Public (City Operated) Agency,10,15,24,0,0
1848,Rowntree Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1850,Gilder Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,0,0,0
1851,Edgeley Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,32,0,0
1852,Emery Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1853,Taylor Creek Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1854,Thomas Berry Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
1855,Galloway Early Learning & Child Care Centre,Public (City Operated) Agency,6,10,16,0,0
1857,Falstaff Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,10,15,24,0,0
1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,32,0,0
1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,0,0,16,0,0
1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,16,0,0
1878,Blacksmith Child Care Centre,Non-Profit,0,10,16,26,30
1882,Stilecroft Superkids,Non-Profit,0,10,16,13,15
1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,0,10,16,0,0
1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,16,0,60
1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,20,20,24,0,0
1891,Church Street School Day Care Service Inc.,Non-Profit,0,10,16,52,80
1893,The Yonge Street Mission / Davis Centre,Non-Profit,10,15,40,0,0
1895,North York Jr Ymca,Non-Profit,0,30,48,0,0
1896,West End Jr Ymca,Non-Profit,0,30,40,0,15
1898,Ymca Child Development Centre (Ymca),Non-Profit,10,30,48,26,30
1900,Second Street School Age Ymca,Non-Profit,0,0,0,39,60
1901,Lamp Jr Ymca,Non-Profit,0,15,32,0,0
1902,University City Jr Ymca,Non-Profit,20,30,40,0,0
1907,St. Gabriel's Jr Ymca,Non-Profit,0,0,8,26,30
1909,Cougar Court Child Care Centre 15,Commercial,30,55,64,0,0
1911,Lynngate Jr Ymca,Non-Profit,0,10,24,26,30
1912,Bridlewood Jr Ymca,Non-Profit,0,0,24,26,30
1913,Maryvale Jr Ymca,Non-Profit,0,10,24,13,30
1914,David Lewis Jr Ymca,Non-Profit,0,0,32,26,30
1915,High Park Jr Ymca,Non-Profit,10,30,40,0,0
1918,Wellesworth School Age Ymca,Non-Profit,0,0,0,13,30
1919,Wedgewood School Age Ymca,Non-Profit,0,0,0,52,60
1926,Derrydown School Age Ymca,Non-Profit,0,0,0,26,30
1927,Holy Spirit Jr Ymca,Non-Profit,0,0,24,26,30
1928,Pauline Johnson School Age Ymca,Non-Profit,0,0,0,13,30
1929,Glamorgan School Age Ymca,Non-Profit,0,0,0,26,30
1931,Secord School Age Ymca,Non-Profit,0,0,0,0,30
1934,William G. Miller School Age Ymca,Non-Profit,0,0,0,26,45
1935,McGregor Jr Ymca,Non-Profit,0,0,38,78,135
1937,Chester Jr Ymca,Non-Profit,0,10,24,52,45
1938,William Burgess Jr Ymca,Non-Profit,0,10,24,52,75
1939,Albion Heights School Age Ymca,Non-Profit,0,0,0,0,30
1941,Humbercrest School Age Ymca,Non-Profit,0,0,0,65,150
1942,Brian Drive School Age Program (Ymca),Non-Profit,0,0,0,0,60
1943,Crestview School Age Program Ymca,Non-Profit,0,0,0,26,60
1951,Knob Hill School Age Ymca,Non-Profit,0,0,0,26,30
1952,Hunter's Glen  School Age Ymca,Non-Profit,0,0,0,0,30
1956,Brimwood School Age Ymca,Non-Profit,0,0,0,26,30
1958,George Webster Jr Ymca,Non-Profit,10,15,24,39,60
3495,Northview Heights Early Learning Centre,Non-Profit,6,15,8,0,0
3497,Scarborough Jr Ymca,Non-Profit,20,30,40,0,0
3499,Blue Wave Child Care Centre,Non-Profit,10,20,24,52,0
3507,Morrish Jr Ymca,Non-Profit,0,10,16,26,30
3513,Our Lady Of Peace School Age Program (Ymca),Non-Profit,0,0,0,26,60
3537,Marguerite Butt Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
3550,Lucy Maud Montgomery Jr Ymca,Non-Profit,10,10,16,26,45
3551,Norman Ingram School Age Ymca,Non-Profit,0,0,0,0,30
3596,Metro Hall Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
3629,The South Drive Children's Circle,Non-Profit,0,0,22,52,52
3670,Mothercraft:  Brookfield Place - 161 Bay Street,Non-Profit,10,10,32,0,0
3701,Branson Pre-School Ltd.,Commercial,0,10,32,0,0
3709,The Alderbuds Child Care Centre Of Etobicoke,Non-Profit,10,15,24,0,0
3712,Allenby Day Care,Non-Profit,0,15,16,78,150
3733,Treetop Children's Centre,Non-Profit,0,0,43,78,60
3736,John Wanless Child Care,Non-Profit,0,0,16,78,163
3767,Unicorn Day Care Centre Toronto,Non-Profit,0,0,0,65,120
3774,Timothy Eaton Infant & Toddler Centre,Non-Profit,10,10,0,0,0
3792,Abiona Centre For Infant And Early Mental Health's Early Learning,Non-Profit,10,20,32,0,0
3795,North Etobicoke Jr Ymca,Non-Profit,20,20,32,0,0
3810,Isabella Walton Child Care (Scarborough) Inc.,Non-Profit,10,10,32,0,0
3829,Queen Victoria Child Care Centre,Non-Profit,0,15,24,26,90
3875,Fleming Jr Ymca,Non-Profit,0,10,16,26,30
3880,Casa Del Zotto Children's Centre,Non-Profit,0,30,48,0,0
3884,Mothercraft:  Toronto Eaton Centre,Non-Profit,10,10,32,0,0
3893,Antica Village Children's Day Care Centre (646508 Ontario Ltd),Commercial,0,0,16,0,15
3942,N.Y.A.D Scarborough Village,Non-Profit,0,0,16,13,30
3952,Millvalley Child Care Centre,Commercial,0,0,32,26,45
3957,Swansea Kids Place,Non-Profit,0,0,0,78,165
3959,Sunflower House,Non-Profit,10,10,24,0,0
3963,Le Petit Chaperon Rouge - Etobicoke (Facility #12270),Non-Profit,0,15,20,49,75
3967,Lady Bug Daycare Centre,Commercial,0,0,48,0,0
3970,Grace Church On-The-Hill Child Care Centre,Non-Profit,20,42,30,0,0
3972,Network Child Care Services - Ossington Avenue North,Non-Profit,10,15,24,0,0
3992,Our Lady Of Sorrows School Age Ymca,Non-Profit,0,0,0,39,120
4012,Kateri Kids Child Care Centre,Non-Profit,0,0,16,0,30
4028,Waterfront Montessori Childrens Centre,Non-Profit,0,0,24,0,0
4044,Mary Ward Child Care Centre,Non-Profit,10,15,24,0,0
4049,Rouge Valley Jr Ymca,Non-Profit,0,10,16,26,30
4074,St. Bede Child Care Centre,Non-Profit,0,0,32,0,30
4110,Whitney Child Centre,Non-Profit,0,15,48,52,52
4115,Churchill Chums School Age Child Care Centre,Non-Profit,10,20,32,39,90
4144,Heath And Ferndale Child Care Program,Non-Profit,0,15,48,78,120
4176,Denlow Community Child Care Centre,Non-Profit,0,0,20,13,30
4184,Dundas Kindergarten Enrichment Program,Non-Profit,0,0,0,52,60
4186,York Humber Child Care,Non-Profit,10,15,16,0,0
4218,Dunlace Children's Centre,Non-Profit,0,0,24,26,52
4240,French Connection,Non-Profit,0,0,16,52,80
4258,Port Royal Jr Ymca,Non-Profit,0,0,32,26,60
4263,Lambton Park Child Care Centre,Non-Profit,0,0,16,26,30
4307,Das Day Care,Non-Profit,0,0,0,26,45
4310,Trinity Bellwoods Community Children's Group/Care (Crawford Street),Non-Profit,0,0,0,0,40
4319,Brian's Petit Amis,Non-Profit,0,10,24,52,0
4323,Owen Community Learning Centre,Non-Profit,0,0,40,52,110
4372,Briarcrest Child Care,Non-Profit,0,10,24,26,30
4436,St. Cyril's Before & After School Programme,Non-Profit,0,0,0,39,55
4543,Network Child Care Services - Ossington Avenue South,Non-Profit,0,15,24,0,0
4545,Northlea Community Child Care,Non-Profit,0,15,24,78,105
4547,N.Y.A.D. Corvette,Non-Profit,10,15,16,52,60
4565,Life-Bridge Child Care,Non-Profit,10,15,32,0,0
4571,The Squirrels' Nest Child Care Centre,Non-Profit,10,25,32,26,30
4590,Garderie Chez Tante Laure,Non-Profit,0,10,24,26,30
4637,Jewish Russian Community Centre Preschool & Day Care,Non-Profit,0,15,24,24,0
4680,Woodgreen Community Services (Riverdale Child Care),Non-Profit,10,15,24,0,0
4708,North York Little Prints Daycare,Non-Profit,20,30,40,0,0
4714,Malvern Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
4745,Downtown Montessori At Simcoe Place,Non-Profit,12,15,32,0,0
4750,First Stage - North Albion,Non-Profit,10,15,16,0,0
4839,Macaulay - Humberwood Child Care Centre,Non-Profit,0,15,40,78,90
4847,Centennial College Early Childhood Education Centre(550 Mortimer),Non-Profit,10,15,32,0,0
4849,Macaulay - Keelesdale Child Care Centre,Non-Profit,0,0,24,39,45
4936,Sheppard Business Park Child Care Centre,Commercial,0,30,48,0,0
4937,Elkhorn Junior Y - (Ymca),Non-Profit,0,0,16,52,75
4965,Maurice Cody Child Care,Non-Profit,0,0,0,117,285
4970,St. Lawrence Infant Toddler Centre (4 Market Street),Non-Profit,20,20,0,0,0
5070,Muppets Infant & Toddler Centre 312,Commercial,10,15,38,0,0
5166,Learning Jungle Briarcrest,Commercial,6,10,29,0,0
5300,Orde Day Care Satellite (St. Patrick Street),Non-Profit,10,15,24,0,0
5406,Tic Toc Day Care Centre Inc,Commercial,10,10,32,0,0
5468,Growing Tykes Learning Centre  910 Markham Road,Non-Profit,30,40,64,0,15
5543,Millwood Jr Ymca,Non-Profit,0,0,16,39,45
5702,Gilder Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,0,0,16,0,0
5792,Courtleigh Place Child Care Centre,Commercial,10,25,24,0,0
5808,Scarborough Day Nursery School,Commercial,0,0,28,13,30
5828,Muppets Children's Centre 314,Commercial,10,10,32,0,0
5834,Rockford Child Care,Non-Profit,0,15,24,52,60
5847,"Studio 1,2,3 Early Learning Centre",Non-Profit,0,10,20,0,0
5861,Harmony Childcare Centre,Non-Profit,0,0,44,39,60
5863,Institute Of Child Study After School Daycare,Non-Profit,0,0,24,0,30
5871,St. Alphonsus,Non-Profit,0,10,24,0,15
5873,Hippo Nursery School,Non-Profit,0,10,32,0,0
5878,Bennington Heights Child Care Centre,Commercial,0,15,24,0,0
5897,Seneca Hill Centre For Early Learning,Commercial,20,20,40,10,0
5908,St. Monica's Satellite (Central Eglinton),Non-Profit,0,0,0,26,75
5958,Children's Playgarden /Toronto Military Family Resource Centre,Non-Profit,10,15,24,0,0
6103,Withrow Child Care Centre,Non-Profit,0,0,24,52,105
6366,Bessborough Child Care Centre,Non-Profit,0,0,0,39,71
6374,Children's Creative Corner Co-Op Nursery School,Non-Profit,0,0,14,0,0
6382,John G. Althouse - Princess Margaret,Non-Profit,0,0,0,39,90
6390,Plasp Father Serra Catholic School,Non-Profit,0,0,0,26,60
6395,St. Gregory's Before & After School Club,Non-Profit,0,0,0,26,60
6403,Etobicoke Montessori School,Commercial,0,15,32,0,0
6424,Plasp St. Clement Catholic School,Non-Profit,10,15,16,26,60
6425,Humbervale Montessori School Inc (Facility #15068),Commercial,0,0,56,0,0
6427,Kingsway Nursery School,Commercial,0,15,16,0,0
6433,New Toronto Nursery Co-Operative Inc,Non-Profit,0,0,16,0,0
6437,Prince Edward Montessori School Of Toronto,Commercial,0,0,32,0,0
6445,Sonechko Day Care Incorporated,Non-Profit,0,9,24,0,0
6447,St. George's School Age Child Care Programme,Non-Profit,0,0,0,26,60
6449,Sunnylea Child Care Centre,Non-Profit,0,10,24,46,90
6451,Sunnylea Co-Operative Nursery School,Non-Profit,0,15,16,0,0
6453,Plasp Humber Valley Village Junior Middle School,Non-Profit,0,0,0,13,45
6459,Princess Margaret Nursery School,Non-Profit,0,8,16,0,0
6463,Hydro Bright Lights Childcare Centre,Non-Profit,10,15,16,10,0
6465,Lambton - Kingsway B & After School Program,Non-Profit,0,0,0,39,105
6467,Royal York Road School,Non-Profit,0,15,32,0,0
6471,Plasp All Saints Catholic School,Non-Profit,0,0,0,26,60
6474,Silver Creek Centre For Early Learning & Development,Non-Profit,0,10,30,0,0
6476,Garderie Rayon De Soleil,Non-Profit,0,15,24,26,45
6480,Wee Leprechauns Child Care Centre Ltd,Commercial,0,15,16,0,0
6498,Lansing Co-Op Nursery School,Non-Profit,0,0,40,0,0
6508,Lee Wiggins Childcare Centre (The),Non-Profit,0,10,15,0,0
6513,Armour Heights Child Care Program,Non-Profit,0,0,24,26,60
6519,Carmelite Missionary Sisters Of Saint Theresa Of The Child Jesus,Non-Profit,0,14,48,0,6
6521,Temple Sinai Nursery School,Non-Profit,0,45,20,0,0
6527,Blessed Trinity Before & After School,Non-Profit,0,15,22,26,30
6535,Hillcrest Progressive School,Non-Profit,0,15,24,13,0
6543,Agincourt Montessori School Inc.,Commercial,0,0,40,0,0
6545,Agincourt Temple Day Care(Governing Council Of The Salvation Army),Non-Profit,10,15,24,0,0
6549,Bridlegrove Daycare Centre,Non-Profit,0,15,40,0,0
6551,Beechgrove Sunshine Child Care,Non-Profit,10,23,48,0,40
6553,Fairmount Sunshine Child Care,Non-Profit,0,0,24,26,60
6555,Simcoe Sunshine Child Care (166 Sylvan Avenue),Non-Profit,0,0,24,26,60
6557,Sunshine Child Care Centre (Mackie Sunshine C C. Inc) - 60 Heathfield,Non-Profit,0,0,0,13,30
6559,Holland-Bloorview Kids Rehab. (Scarborough Site),Non-Profit,0,0,16,0,0
6563,After Four Children's Enrichment Program,Non-Profit,0,0,0,0,60
6571,Banting And Best Child Care Centre (380 Goldhawk),Non-Profit,0,0,32,26,60
6573,Charlottetown Blvd. Childcare Centre,Non-Profit,0,15,48,13,30
6575,Chartland Child Care Inc,Non-Profit,0,0,24,26,60
6577,Cheer Day Care Centre,Non-Profit,0,15,32,0,0
6583,Good Shepherd Day Care Centre,Non-Profit,0,10,32,0,15
6587,Meadowvale Daycare Centre,Non-Profit,0,0,16,13,30
6593,St. Crispins Day Care Centre,Non-Profit,0,10,14,0,30
6597,Dearham Wood Daycare,Non-Profit,0,0,24,26,60
6608,Holland-Bloorview Kids Rehab. - (Play & Learn Nursery),Non-Profit,0,15,16,0,0
6616,Rosedale Moore Park Association/Mooredale Preschool - Coach House,Non-Profit,0,0,38,23,0
6620,Shaawnong Aboriginal Head Start,Non-Profit,0,0,16,0,0
6624,Kids Club (Day Care Connection),Non-Profit,0,0,0,26,92
6628,North Yonge Child Care,Commercial,10,15,0,0,0
6630,North Yonge Child Care 2,Commercial,0,0,32,0,0
6632,A Place To Play Nursery School Of Bloor West Village,Non-Profit,0,0,16,0,0
6638,Miles Nadal Community Centre Nursery School,Non-Profit,0,30,52,37,70
6640,Bloor West Nursery School,Non-Profit,0,0,16,0,0
6648,Community Centre 55 - Children Services (97 Main Street),Non-Profit,0,0,24,0,0
6652,Dover Gardens Nursery School,Non-Profit,0,0,16,0,0
6660,The Clover School,Commercial,0,20,94,0,0
6674,Leroux Froebel Bilingual School,Commercial,10,15,23,19,27
6676,Little Tots' Manor,Commercial,10,37,28,0,0
6682,McMurrich Co-Operative Playschool,Non-Profit,0,0,16,0,0
6686,Montessori For Children (St. Clair) Inc,Commercial,0,0,48,0,0
6690,Sisters Of Our Lady Of Mount Carmel,Non-Profit,10,15,48,13,15
6692,My School Co-Op Nursery School,Non-Profit,0,0,22,0,0
6697,Oriole Nursery School,Non-Profit,0,0,31,0,0
6703,Sadochok Preschool Centre,Non-Profit,0,10,46,0,0
6705,The Scott Mission Child Care Centre,Non-Profit,10,15,16,0,0
6709,St. Alban's Boys And Girls Club Preschool,Non-Profit,0,25,44,0,0
6711,St. Clement's Early Learning School,Commercial,0,0,55,0,0
6713,Stepping Stones Day Nursery,Commercial,0,15,24,0,0
6715,The Creative Preschool Of East Toronto,Non-Profit,0,0,44,0,22
6719,Ranleigh Rascals,Non-Profit,0,0,16,50,110
6723,Time For Play Nursery School,Non-Profit,0,0,16,0,0
6731,Ukrainian Co-Op Nursery School,Non-Profit,0,15,20,13,0
6744,Toronto Hebrew Congregation/Holy Blossom Temple Preschool,Non-Profit,0,35,48,0,0
6746,Humbercrest Nursery School,Non-Profit,0,0,14,0,0
6752,St. Bernadette's Family Resource Centre,Non-Profit,0,10,16,0,30
6777,Huron Playschool Co-Operative,Non-Profit,0,0,16,0,0
6789,Banting And Best Schoolage Satellite(255 Alton Towers),Non-Profit,0,0,0,13,30
6809,Yes I Can Nursery School,Non-Profit,0,0,24,0,0
6860,Gibraltar Point Day Nursery Inc.,Non-Profit,0,0,16,0,0
6899,Rosedale Moore Park Association/Mooredale Preschool - Main House,Non-Profit,0,15,16,0,0
6953,Rene Gordon School Age Ymca,Non-Profit,0,0,0,13,30
7055,York Mills Child Care Centre,Commercial,10,20,40,0,0
7108,Phoenix Montessori School Inc.,Commercial,10,26,13,76,0
7111,Bowmore,Non-Profit,0,0,37,52,0
7230,Hillside Montessori School,Commercial,0,0,24,0,0
7236,Ikebata Nursery School,Commercial,0,15,32,20,0
7382,Centennial Infant And Child Centre,Non-Profit,0,0,32,0,0
7491,Learning Garden Childcare,Commercial,0,14,46,0,0
7505,The Rec Room Before & After School Program,Commercial,0,0,24,48,108
7528,My Little School,Commercial,10,15,24,0,20
7549,Plasp St. Pius X Catholic School,Non-Profit,0,0,0,13,30
7652,Friendly Little Campus Daycare 2,Commercial,20,30,32,0,0
7689,Rawlinson B & A School Program,Non-Profit,0,0,0,78,90
7693,King George B & A School Program,Non-Profit,0,0,0,26,60
7699,Weston Memorial B & A School Program,Non-Profit,0,0,0,13,15
7708,Garderie La Farandole - Pierre Elliott Trudeau,Non-Profit,0,10,24,39,60
7712,Scarborough Citadel Child Care,Non-Profit,10,15,24,0,0
7766,Maplewood Before And After School Care,Non-Profit,0,0,0,0,90
7818,Ascot Avenue Community Day Care,Non-Profit,0,0,0,65,105
7939,Plasp Holy Angels Catholic School,Non-Profit,0,0,0,13,30
7978,Future Stars Child Care Centre,Commercial,0,0,24,0,28
7981,Petite Maison Montessori,Commercial,0,15,48,0,0
7987,Broadlands School Age Program Ymca,Non-Profit,0,0,0,13,45
8162,Growing Tykes Child Care,Non-Profit,30,40,72,0,0
8163,Parkdale Early Learning Centre - CDI - 119 Close Ave.,Non-Profit,10,15,24,0,0
8168,St. Robert School Age Ymca,Non-Profit,0,0,0,26,30
8169,Carousel Child Care Development Centre,Commercial,0,14,32,0,0
8198,Play And Grow Child Care Centre,Non-Profit,0,0,0,26,45
8200,Avalon Children's Montessori School,Commercial,0,0,31,0,0
8205,Montessori Jewish Day School Of Toronto,Non-Profit,0,30,22,23,0
8258,Apple Day Care Centre,Commercial,6,10,24,0,15
8477,Birchmount Bluffs Neighbourhood Centre Community Nursery School,Non-Profit,0,0,16,0,0
8570,Kids Zone Daycare Inc.,Commercial,0,15,36,0,0
8703,"St. Bartholomew's Children's Centre, Regent Park Inc.",Non-Profit,0,0,0,0,30
8743,Muppets Children's Centre 316,Commercial,6,20,0,0,0
8823,Grace Christian School - Day Nursery,Non-Profit,10,25,56,0,0
8826,Plasp Islington Junior Middle School,Non-Profit,0,0,0,26,54
8827,Plasp St. Elizabeth Catholic School,Non-Profit,0,0,0,0,30
8905,Rhyme & Reason Day Care,Commercial,0,10,26,0,20
8929,N.Y.A.D. Midland,Non-Profit,10,20,24,0,0
9017,Northwest Childhood Learning Centre,Commercial,0,15,32,0,0
9240,Finch Business Park Child Care,Commercial,20,30,48,0,0
9294,Le Petit Chaperon Rouge - Coxwell,Non-Profit,6,15,48,0,0
9320,Plasp St. Cecilia Catholic School,Non-Profit,0,0,0,26,75
9330,Garderie Mon Petit Jardin,Non-Profit,6,10,16,26,45
9373,Head Start Montessori,Commercial,10,30,24,0,0
9433,Yorktown Montessori School,Commercial,0,0,35,0,0
9444,Lullaboo Nursery And Childcare Center - Bedford Campus,Commercial,10,26,24,0,0
9456,Wilmington Best Schoolage Satellite Centre,Non-Profit,0,0,0,0,30
9462,St. Vincent Sunshine,Non-Profit,0,0,0,20,30
9465,Mackie Sunshine Childcare Inc. - St. Denis Sunshine,Non-Profit,0,0,0,0,30
9467,The Village Shul And Learning Centre Of Toronto,Non-Profit,0,30,40,0,0
9470,Norseman Jr Ymca,Non-Profit,0,0,16,0,0
9471,Norseman School Age Program (Ymca),Non-Profit,0,0,0,78,120
9536,Pineway Child Care Learning Center,Non-Profit,0,15,48,26,30
9540,Bruce Woodgreen Early Learning Centre,Non-Profit,0,15,24,52,60
9573,Teddy Bear Educare Advance,Commercial,0,15,48,0,0
9595,City Kids Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
9607,Children's Magic Moments Child Care And Nursery School,Commercial,10,15,24,0,0
9608,Sunnyside Day Care - Roncesvalles,Commercial,10,45,32,0,0
9633,Treasured Moments - Bloor,Commercial,10,20,48,0,0
9658,Network Child Care Services - Wade Avenue Centre,Non-Profit,0,15,24,0,0
9679,Mackie Sunshine Child Care Inc.St. Joseph's Sunshine,Non-Profit,0,0,8,0,15
9703,The Beez Kneez  Lytton Park,Commercial,0,10,28,0,0
9707,Growing Tykes Learning Centre (Dundas Street West),Non-Profit,20,35,64,0,0
9741,University Of Toronto Early Learning Centre - Glen Morris,Non-Profit,10,30,56,0,0
9742,University Of Toronto Early Learning Centre - O.I.S.E.,Non-Profit,0,10,16,0,0
9764,Childspace Day Care Corporation # 3 (49 Felstead Avenue),Non-Profit,10,20,32,0,0
9768,University Of Toronto Childcare On Charles,Non-Profit,10,15,40,0,0
9780,Boulton Avenue Child Care Centre,Non-Profit,10,15,47,0,0
9800,Central Montessori Schools - York Mills Campus,Commercial,20,71,144,0,0
9815,Kids & Company - Bloor Street Site,Commercial,20,25,32,0,0
9847,Kids & Company - Front Street Site,Commercial,9,19,24,10,0
9916,Broad View French Montessori School,Commercial,0,14,19,0,0
9928,Don Mills Children's Centre,Commercial,6,10,16,0,0
9939,Woodgreen Community Services (The)(Debbie Yeung Child Care Centre),Non-Profit,10,25,24,0,0
9965,Martin Luther Child Care - Lakeshore,Non-Profit,0,0,16,0,30
9989,Prodigy Learning Centre,Commercial,0,10,24,0,0
9995,Abacus Montessori Learning Centre,Commercial,0,13,24,0,0
10017,Midland Child Care Centre,Non-Profit,0,15,48,0,0
10066,St. George Mini School Inc - Bond,Non-Profit,0,10,40,0,0
10104,Macaulay - Jane Street Child Care Centre,Non-Profit,10,20,32,0,0
10161,Three R's Early Learning Centre,Commercial,0,0,24,0,0
10166,Network Child Care Services - Metamorphosis Child Care Centre,Non-Profit,0,15,24,0,0
10170,Manor Montessori School Inc - 14 De Savery Crescent,Commercial,0,0,92,0,0
10180,Plasp - David Hornell Junior School,Non-Profit,0,0,0,13,30
10192,Broad View French Montessori School II Limited,Commercial,0,10,24,0,0
10203,Plasp St Eugene Catholic School,Non-Profit,0,0,0,26,90
10219,Wellesley Early Learning Centre - Earlscourt Creche CDI,Non-Profit,10,20,32,0,0
10245,St. Nicholas Child Care Centre - Network,Non-Profit,10,20,32,0,0
10270,Denton Place Centres For Early Learning Inc.,Commercial,10,20,40,0,30
10335,Leaside Children's House,Commercial,0,10,31,0,0
